Indora Pillar Attack,5379,5380,NONE,NONE
Michael Core Attack,5385,5386,NONE,NONE
Michael Dark Cloud Attack,5387,5388,NONE,NONE
Dark Doel Broken Sword // Ray Attack,5391,5392,NONE,NONE
Archangel Attack,5393,5394,NONE,NONE
Archangel Wingly Attack,5395,5396,NONE,NONE
Zieg Dragoon - D-Attack,5405,5406,NONE,NONE
Melbu Frahma Magic,5413,5414,NONE,NONE
Melbu Frahma - Summon Virage Attack,5415,5416,NONE,NONE
Melbu Frahma - Petrify Attack,5417,5418,NONE,NONE
Melbu Frahma Tentacle Attack,5421,5422,NONE,NONE
CMB for Object Number: 25,5423,5424,NONE,NONE
CMB for Object Number: 25 - 2nd,5425,5426,NONE,NONE
Melbu Frahma 2nd Light Sword,5429,5430,NONE,NONE
Melbu Frahma 2nd Absorb Character,5431,5432,NONE,NONE
Melbu Frahma 2nd Throw Character,5433,5434,NONE,NONE
Melbu Frahma 2nd - Divine Cannon,5435,5436,NONE,NONE
Melbu Frahma 4th Changing Night,5437,5438,NONE,NONE
Melbu Frahma 4th Changing Day,5439,5440,NONE,NONE
Melbu Frahma 4th Galaxy Attack,5441,5442,NONE,NONE
Melbu Frahma 4th Mega Red Ball Blast,5443,5444,NONE,NONE
Melbu Frahma 4th Star Bombs Spawn // Command Block,5445,5446,NONE,NONE
Melbu Frahma 4th Chewing Attack,5447,5448,NONE,NONE
Melbu Frahma 4th Cannon Attack,5449,5450,NONE,NONE
Melbu Frahma 4th Gravity Attack,5451,5452,NONE,NONE
Star Bomb Bright,5453,5454,NONE,NONE
Star Bomb Explosion,5455,5456,NONE,NONE
Melbu Frahma 4th - Charge Gun Attack,5457,5458,NONE,NONE
Melbu Frahma 4th - Gravity Attack,5459,5460,NONE,NONE
Melbu Frahma Final Melee Attack,5461,5462,NONE,NONE
Melbu Frahma 4th - Bomb Star Spawn,5463,5464,NONE,NONE
Melbu Frahma Final Laser Beam Melbu Attack,5465,5466,NONE,NONE
Melbu Frahma Final Wingly Attack,5467,5468,NONE,NONE
Melbu Frahma Final - Monster Parasite Attack,5469,5470,NONE,NONE
Melbu Frahma Final - Monster Special,5471,5472,NONE,NONE
Melbu Frahma Final Tornado Attack,5473,5474,NONE,NONE
Melbu Frahma Final Crystal Shard Attack,5475,5476,NONE,NONE
Melbu Frahma Final Singing Party,5477,5478,NONE,NONE
Melbu Frahma Final Thunder God Attack,5479,5480,NONE,NONE
Melbu Frahma Final Summon Magic,5481,5482,NONE,NONE
Disappearing Fear-of-the-past Battle,5483,5484,NONE,NONE
